# number of datapoints = 159503617
# histMin     = -5 degrees
# histMax     = 5 degrees
# histDelta   = 0.01 degrees
# column    content
#    0      Middle of interval [i*dx+histMin,(i+1)*dx+histMin] (0 <= i <= (histMax-histMin)//dx)
#    1      counts in that interval
-4.995	0
-4.985	0
-4.975	0
-4.965	0
-4.955	0
-4.945	0
-4.935	0
-4.925	0
-4.915	0
-4.905	0
-4.895	0
-4.885	0
-4.875	0
-4.865	0
-4.855	0
-4.845	0
-4.835	0
-4.825	0
-4.815	0
-4.805	0
-4.795	0
-4.785	0
-4.775	0
-4.765	0
-4.755	0
-4.745	0
-4.735	0
-4.725	0
-4.715	0
-4.705	0
-4.695	0
-4.685	0
-4.675	0
-4.665	0
-4.655	0
-4.645	0
-4.635	0
-4.625	0
-4.615	0
-4.605	0
-4.595	0
-4.585	0
-4.575	0
-4.565	0
-4.555	0
-4.545	0
-4.535	0
-4.525	0
-4.515	0
-4.505	0
-4.495	0
-4.485	0
-4.475	0
-4.465	0
-4.455	0
-4.445	0
-4.435	0
-4.425	0
-4.415	0
-4.405	0
-4.395	0
-4.385	0
-4.375	0
-4.365	0
-4.355	0
-4.345	0
-4.335	0
-4.325	0
-4.315	0
-4.305	0
-4.295	0
-4.285	0
-4.275	0
-4.265	0
-4.255	0
-4.245	0
-4.235	0
-4.225	0
-4.215	0
-4.205	0
-4.195	0
-4.185	0
-4.175	0
-4.165	0
-4.155	0
-4.145	0
-4.135	0
-4.125	0
-4.115	0
-4.105	0
-4.095	0
-4.085	0
-4.075	0
-4.065	0
-4.055	0
-4.045	0
-4.035	0
-4.025	0
-4.015	0
-4.005	0
-3.995	0
-3.985	0
-3.975	0
-3.965	0
-3.955	0
-3.945	0
-3.935	0
-3.925	0
-3.915	0
-3.905	0
-3.895	0
-3.885	0
-3.875	0
-3.865	0
-3.855	0
-3.845	0
-3.835	0
-3.825	0
-3.815	0
-3.805	0
-3.795	0
-3.785	0
-3.775	0
-3.765	0
-3.755	0
-3.745	0
-3.735	0
-3.725	0
-3.715	0
-3.705	0
-3.695	0
-3.685	0
-3.675	0
-3.665	0
-3.655	0
-3.645	0
-3.635	0
-3.625	0
-3.615	0
-3.605	0
-3.595	0
-3.585	0
-3.575	0
-3.565	0
-3.555	0
-3.545	0
-3.535	0
-3.525	0
-3.515	0
-3.505	0
-3.495	0
-3.485	0
-3.475	0
-3.465	0
-3.455	0
-3.445	0
-3.435	0
-3.425	0
-3.415	0
-3.405	0
-3.395	0
-3.385	0
-3.375	0
-3.365	0
-3.355	0
-3.345	0
-3.335	0
-3.325	0
-3.315	0
-3.305	0
-3.295	0
-3.285	0
-3.275	0
-3.265	0
-3.255	0
-3.245	0
-3.235	0
-3.225	0
-3.215	0
-3.205	0
-3.195	0
-3.185	0
-3.175	0
-3.165	0
-3.155	0
-3.145	0
-3.135	0
-3.125	0
-3.115	0
-3.105	0
-3.095	0
-3.085	0
-3.075	0
-3.065	0
-3.055	0
-3.045	0
-3.035	0
-3.025	0
-3.015	0
-3.005	0
-2.995	0
-2.985	0
-2.975	0
-2.965	0
-2.955	0
-2.945	0
-2.935	0
-2.925	0
-2.915	0
-2.905	0
-2.895	0
-2.885	0
-2.875	0
-2.865	0
-2.855	0
-2.845	0
-2.835	0
-2.825	0
-2.815	0
-2.805	0
-2.795	0
-2.785	0
-2.775	0
-2.765	0
-2.755	0
-2.745	0
-2.735	0
-2.725	0
-2.715	0
-2.705	0
-2.695	0
-2.685	0
-2.675	0
-2.665	0
-2.655	0
-2.645	0
-2.635	0
-2.625	0
-2.615	0
-2.605	0
-2.595	0
-2.585	0
-2.575	0
-2.565	0
-2.555	0
-2.545	0
-2.535	0
-2.525	0
-2.515	0
-2.505	0
